step,velocity_steps_per_s,time_s
9611,1959.085,11.878913
9612,1959.2922,11.879424
9613,1959.4989,11.879934
9614,1959.7051,11.880444
9615,1959.9107,11.880955
9616,1960.1159,11.881465
9617,1960.3206,11.881975
9618,1960.5248,11.882485
9619,1960.7284,11.882995
9620,1960.9316,11.883505
9621,1961.1342,11.884015
9622,1961.3364,11.884525
9623,1961.538,11.885035
9624,1961.7391,11.885544
9625,1961.9398,11.886054
9626,1962.1399,11.886564
9627,1962.3395,11.887073
9628,1962.5386,11.887583
9629,1962.7372,11.888092
9630,1962.9353,11.888602
9631,1963.1329,11.889111
9632,1963.33,11.88962
9633,1963.5265,11.89013
9634,1963.7226,11.890639
9635,1963.9181,11.891148
9636,1964.1132,11.891657
9637,1964.3077,11.892166
9638,1964.5017,11.892675
9639,1964.6952,11.893184
9640,1964.8882,11.893693
9641,1965.0807,11.894202
9642,1965.2727,11.894711
9643,1965.4642,11.89522
9644,1965.6552,11.895729
9645,1965.8456,11.896237
9646,1966.0356,11.896746
9647,1966.225,11.897255
9648,1966.4139,11.897763
9649,1966.6023,11.898272
9650,1966.7902,11.89878
9651,1966.9776,11.899288
9652,1967.1645,11.899797
9653,1967.3508,11.900305
9654,1967.5367,11.900813
9655,1967.722,11.901321
9656,1967.9068,11.90183
9657,1968.0911,11.902338
9658,1968.2749,11.902846
9659,1968.4582,11.903354
9660,1968.641,11.903862
9661,1968.8232,11.90437
9662,1969.005,11.904878
9663,1969.1862,11.905385
9664,1969.3669,11.905893
9665,1969.5471,11.906401
9666,1969.7268,11.906909
9667,1969.906,11.907416
9668,1970.0846,11.907924
9669,1970.2628,11.908431
9670,1970.4404,11.908939
9671,1970.6175,11.909446
9672,1970.7941,11.909954
9673,1970.9702,11.910461
9674,1971.1457,11.910968
9675,1971.3207,11.911476
9676,1971.4953,11.911983
9677,1971.6693,11.91249
9678,1971.8428,11.912997
9679,1972.0157,11.913504
9680,1972.1882,11.914011
9681,1972.3601,11.914518
9682,1972.5315,11.915025
9683,1972.7024,11.915532
9684,1972.8728,11.916039
9685,1973.0427,11.916546
9686,1973.212,11.917053
9687,1973.3808,11.91756
9688,1973.5492,11.918066
9689,1973.7169,11.918573
9690,1973.8842,11.919079
9691,1974.051,11.919586
9692,1974.2172,11.920093
9693,1974.3829,11.920599
9694,1974.5481,11.921106
9695,1974.7127,11.921612
9696,1974.8769,11.922118
9697,1975.0405,11.922625
9698,1975.2036,11.923131
9699,1975.3662,11.923637
9700,1975.5283,11.924143
9701,1975.6898,11.924649
9702,1975.8508,11.925156
9703,1976.0113,11.925662
9704,1976.1713,11.926168
9705,1976.3307,11.926674
9706,1976.4897,11.92718
9707,1976.6481,11.927686
9708,1976.806,11.928191
9709,1976.9633,11.928697
9710,1977.1202,11.929203
9711,1977.2765,11.929709
9712,1977.4323,11.930214
9713,1977.5875,11.93072
9714,1977.7423,11.931226
9715,1977.8965,11.931731
9716,1978.0502,11.932237
9717,1978.2034,11.932742
9718,1978.356,11.933248
9719,1978.5081,11.933753
9720,1978.6597,11.934259
9721,1978.8108,11.934764
9722,1978.9614,11.935269
9723,1979.1114,11.935775
9724,1979.2609,11.93628
9725,1979.4099,11.936785
9726,1979.5583,11.93729
9727,1979.7062,11.937795
9728,1979.8536,11.9383
9729,1980.0005,11.938805
9730,1980.1468,11.939311
9731,1980.2927,11.939815
9732,1980.4379,11.94032
9733,1980.5827,11.940825
9734,1980.7269,11.94133
9735,1980.8707,11.941835
9736,1981.0138,11.94234
9737,1981.1565,11.942845
9738,1981.2986,11.943349
9739,1981.4402,11.943854
9740,1981.5813,11.944359
9741,1981.7218,11.944863
9742,1981.8618,11.945368
9743,1982.0013,11.945872
9744,1982.1403,11.946377
9745,1982.2787,11.946881
9746,1982.4166,11.947386
9747,1982.554,11.94789
9748,1982.6908,11.948395
9749,1982.8271,11.948899
9750,1982.9629,11.949403
9751,1983.0982,11.949907
9752,1983.2329,11.950412
9753,1983.3671,11.950916
9754,1983.5007,11.95142
9755,1983.6339,11.951924
9756,1983.7665,11.952428
9757,1983.8986,11.952932
9758,1984.0301,11.953436
9759,1984.1611,11.95394
9760,1984.2916,11.954444
9761,1984.4215,11.954948
9762,1984.5509,11.955452
9763,1984.6798,11.955956
9764,1984.8082,11.95646
9765,1984.936,11.956964
9766,1985.0633,11.957467
9767,1985.1901,11.957971
9768,1985.3163,11.958475
9769,1985.442,11.958978
9770,1985.5671,11.959482
9771,1985.6918,11.959986
9772,1985.8159,11.960489
9773,1985.9394,11.960993
9774,1986.0625,11.961496
9775,1986.185,11.962
9776,1986.3069,11.962503
9777,1986.4284,11.963007
9778,1986.5493,11.96351
9779,1986.6696,11.964013
9780,1986.7895,11.964517
9781,1986.9087,11.96502
9782,1987.0275,11.965523
9783,1987.1457,11.966026
9784,1987.2634,11.96653
9785,1987.3806,11.967033
9786,1987.4972,11.967536
9787,1987.6133,11.968039
9788,1987.7289,11.968542
9789,1987.8439,11.969045
9790,1987.9584,11.969548
9791,1988.0723,11.970051
9792,1988.1857,11.970554
9793,1988.2986,11.971057
9794,1988.411,11.97156
9795,1988.5228,11.972063
9796,1988.6341,11.972566
9797,1988.7448,11.973069
9798,1988.855,11.973571
9799,1988.9647,11.974074
9800,1989.0738,11.974577
9801,1989.1824,11.97508
9802,1989.2905,11.975582
9803,1989.398,11.976085
9804,1989.505,11.976588
9805,1989.6114,11.97709
9806,1989.7173,11.977593
9807,1989.8227,11.978095
9808,1989.9275,11.978598
9809,1990.0318,11.9791
9810,1990.1356,11.979603
9811,1990.2388,11.980105
9812,1990.3415,11.980608
9813,1990.4436,11.98111
9814,1990.5453,11.981613
9815,1990.6463,11.982115
9816,1990.7469,11.982617
9817,1990.8469,11.98312
9818,1990.9463,11.983622
9819,1991.0452,11.984124
9820,1991.1436,11.984626
9821,1991.2415,11.985129
9822,1991.3388,11.985631
9823,1991.4355,11.986133
9824,1991.5318,11.986635
9825,1991.6275,11.987137
9826,1991.7226,11.987639
9827,1991.8172,11.988141
9828,1991.9113,11.988643
9829,1992.0048,11.989145
9830,1992.0978,11.989647
9831,1992.1903,11.990149
9832,1992.2822,11.990651
9833,1992.3735,11.991153
9834,1992.4644,11.991655
9835,1992.5547,11.992157
9836,1992.6444,11.992659
9837,1992.7336,11.99316
9838,1992.8223,11.993662
9839,1992.9104,11.994164
9840,1992.998,11.994666
9841,1993.0851,11.995168
9842,1993.1716,11.995669
9843,1993.2575,11.996171
9844,1993.343,11.996673
9845,1993.4279,11.997174
9846,1993.5122,11.997676
9847,1993.596,11.998178
9848,1993.6793,11.998679
9849,1993.762,11.999181
9850,1993.8442,11.999682
9851,1993.9258,12.000184
9852,1994.0069,12.000685
9853,1994.0875,12.001187
9854,1994.1675,12.001688
9855,1994.2469,12.00219
9856,1994.3259,12.002691
9857,1994.4043,12.003192
9858,1994.4821,12.003694
9859,1994.5594,12.004195
9860,1994.6362,12.004697
9861,1994.7124,12.005198
9862,1994.7881,12.005699
9863,1994.8632,12.0062
9864,1994.9378,12.006702
9865,1995.0118,12.007203
9866,1995.0853,12.007704
9867,1995.1583,12.008205
9868,1995.2307,12.008707
9869,1995.3026,12.009208
9870,1995.3739,12.009709
9871,1995.4447,12.01021
9872,1995.515,12.010711
9873,1995.5847,12.011212
9874,1995.6538,12.011713
9875,1995.7224,12.012214
9876,1995.7905,12.012716
9877,1995.858,12.013217
9878,1995.925,12.013718
9879,1995.9915,12.014219
9880,1996.0574,12.01472
9881,1996.1227,12.015221
9882,1996.1875,12.015722
9883,1996.2518,12.016222
9884,1996.3155,12.016723
9885,1996.3787,12.017224
9886,1996.4413,12.017725
9887,1996.5034,12.018226
9888,1996.5649,12.018727
9889,1996.6259,12.019228
9890,1996.6864,12.019729
9891,1996.7463,12.020229
9892,1996.8057,12.02073
9893,1996.8645,12.021231
9894,1996.9227,12.021732
9895,1996.9805,12.022233
9896,1997.0377,12.022733
9897,1997.0943,12.023234
9898,1997.1504,12.023735
9899,1997.2059,12.024235
9900,1997.2609,12.024736
9901,1997.3154,12.025237
9902,1997.3693,12.025737
9903,1997.4227,12.026238
9904,1997.4755,12.026739
9905,1997.5278,12.027239
9906,1997.5795,12.02774
9907,1997.6307,12.028241
9908,1997.6813,12.028741
9909,1997.7314,12.029242
9910,1997.781,12.029742
9911,1997.83,12.030243
9912,1997.8784,12.030743
9913,1997.9264,12.031244
9914,1997.9737,12.031744
9915,1998.0205,12.032245
9916,1998.0668,12.032745
9917,1998.1125,12.033246
9918,1998.1577,12.033746
9919,1998.2023,12.034247
9920,1998.2464,12.034747
9921,1998.29,12.035248
9922,1998.333,12.035748
9923,1998.3754,12.036248
9924,1998.4173,12.036749
9925,1998.4587,12.037249
9926,1998.4995,12.03775
9927,1998.5397,12.03825
9928,1998.5795,12.03875
9929,1998.6186,12.039251
9930,1998.6572,12.039751
9931,1998.6953,12.040251
9932,1998.7328,12.040752
9933,1998.7698,12.041252
9934,1998.8063,12.041752
9935,1998.8421,12.042252
9936,1998.8775,12.042753
9937,1998.9123,12.043253
9938,1998.9465,12.043753
9939,1998.9802,12.044254
9940,1999.0134,12.044754
9941,1999.046,12.045254
9942,1999.078,12.045754
9943,1999.1095,12.046254
9944,1999.1405,12.046755
9945,1999.1709,12.047255
9946,1999.2008,12.047755
9947,1999.2301,12.048255
9948,1999.2589,12.048755
9949,1999.2871,12.049256
9950,1999.3148,12.049756
9951,1999.3419,12.050256
9952,1999.3685,12.050756
9953,1999.3945,12.051256
9954,1999.42,12.051756
9955,1999.4449,12.052257
9956,1999.4693,12.052757
9957,1999.4932,12.053257
9958,1999.5165,12.053757
9959,1999.5392,12.054257
9960,1999.5614,12.054757
9961,1999.5831,12.055257
9962,1999.6042,12.055757
9963,1999.6247,12.056257
9964,1999.6447,12.056758
9965,1999.6642,12.057258
9966,1999.6831,12.057758
9967,1999.7015,12.058258
9968,1999.7193,12.058758
9969,1999.7366,12.059258
9970,1999.7533,12.059758
9971,1999.7695,12.060258
9972,1999.7851,12.060758
9973,1999.8002,12.061258
9974,1999.8147,12.061758
9975,1999.8287,12.062258
9976,1999.8421,12.062758
9977,1999.855,12.063258
9978,1999.8673,12.063758
9979,1999.8791,12.064258
9980,1999.8903,12.064758
9981,1999.901,12.065258
9982,1999.9112,12.065758
9983,1999.9208,12.066258
9984,1999.9298,12.066759
9985,1999.9383,12.067259
9986,1999.9463,12.067759
9987,1999.9537,12.068259
9988,1999.9605,12.068759
9989,1999.9668,12.069259
9990,1999.9726,12.069759
9991,1999.9778,12.070259
9992,1999.9825,12.070759
9993,1999.9866,12.071259
9994,1999.9901,12.071759
9995,1999.9931,12.072259
9996,1999.9956,12.072759
9997,1999.9975,12.073259
9998,1999.9989,12.073759
9999,1999.9997,12.074259
10000,2000.0,12.074759
10001,2000.0,12.075259
10002,2000.0,12.075759
10003,2000.0,12.076259
10004,2000.0,12.076759
10005,2000.0,12.077259
10006,2000.0,12.077759
10007,2000.0,12.078259
10008,2000.0,12.078759
10009,2000.0,12.079259
10010,2000.0,12.079759
10011,2000.0,12.080259
10012,2000.0,12.080759
10013,2000.0,12.081259
10014,2000.0,12.081759
10015,2000.0,12.082259
10016,2000.0,12.082759
10017,2000.0,12.083259
10018,2000.0,12.083759
10019,2000.0,12.084259
10020,2000.0,12.084759
10021,2000.0,12.085259
10022,2000.0,12.085759
10023,2000.0,12.086259
10024,2000.0,12.086759
10025,2000.0,12.087259
10026,2000.0,12.087759
10027,2000.0,12.088259
10028,2000.0,12.088759
10029,2000.0,12.089259
10030,2000.0,12.089759
10031,2000.0,12.090259
10032,2000.0,12.090759
10033,2000.0,12.091259
10034,2000.0,12.091759
10035,2000.0,12.092259
10036,2000.0,12.092759
10037,2000.0,12.093259
10038,2000.0,12.093759
10039,2000.0,12.094259
10040,2000.0,12.094759
10041,2000.0,12.095259
10042,2000.0,12.095759
10043,2000.0,12.096259
10044,2000.0,12.096759
10045,2000.0,12.097259
10046,2000.0,12.097759
10047,2000.0,12.098259
10048,2000.0,12.098759
10049,2000.0,12.099259
10050,2000.0,12.099759
10051,2000.0,12.100259
10052,2000.0,12.100759
10053,2000.0,12.101259
10054,2000.0,12.101759
10055,2000.0,12.102259
10056,2000.0,12.102759
10057,2000.0,12.103259
10058,2000.0,12.103759
10059,2000.0,12.104259
10060,2000.0,12.104759
10061,2000.0,12.105259
10062,2000.0,12.105759
10063,2000.0,12.106259
10064,2000.0,12.106759
10065,2000.0,12.107259
10066,2000.0,12.107759
10067,2000.0,12.108259
10068,2000.0,12.108759
10069,2000.0,12.109259
10070,2000.0,12.109759
10071,2000.0,12.110259
10072,2000.0,12.110759
10073,2000.0,12.111259
10074,2000.0,12.111759
10075,2000.0,12.112259
10076,2000.0,12.112759
10077,2000.0,12.113259
10078,2000.0,12.113759
10079,2000.0,12.114259
10080,2000.0,12.114759
10081,2000.0,12.115259
10082,2000.0,12.115759
10083,2000.0,12.116259
10084,2000.0,12.116759
10085,2000.0,12.117259
10086,2000.0,12.117759
10087,2000.0,12.118259
10088,2000.0,12.118759
10089,2000.0,12.119259
10090,2000.0,12.119759
10091,2000.0,12.120259
10092,2000.0,12.120759
10093,2000.0,12.121259
10094,2000.0,12.121759
10095,2000.0,12.122259
10096,2000.0,12.122759
10097,2000.0,12.123259
10098,2000.0,12.123759
10099,2000.0,12.124259
10100,2000.0,12.124759
10101,2000.0,12.125259
10102,2000.0,12.125759
10103,2000.0,12.126259
10104,2000.0,12.126759
10105,2000.0,12.127259
10106,2000.0,12.127759
10107,2000.0,12.128259
10108,2000.0,12.128759
10109,2000.0,12.129259
10110,2000.0,12.129759
10111,2000.0,12.130259
10112,2000.0,12.130759
10113,2000.0,12.131259
10114,2000.0,12.131759
10115,2000.0,12.132259
10116,2000.0,12.132759
10117,2000.0,12.133259
10118,2000.0,12.133759
10119,2000.0,12.134259
10120,2000.0,12.134759
10121,2000.0,12.135259
10122,2000.0,12.135759
10123,2000.0,12.136259
10124,2000.0,12.136759
10125,2000.0,12.137259
10126,2000.0,12.137759
10127,2000.0,12.138259
10128,2000.0,12.138759
10129,2000.0,12.139259
10130,2000.0,12.139759
10131,2000.0,12.140259
10132,2000.0,12.140759
10133,2000.0,12.141259
10134,2000.0,12.141759
10135,2000.0,12.142259
10136,2000.0,12.142759
10137,2000.0,12.143259
10138,2000.0,12.143759
10139,2000.0,12.144259
10140,2000.0,12.144759
10141,2000.0,12.145259
10142,2000.0,12.145759
10143,2000.0,12.146259
10144,2000.0,12.146759
10145,2000.0,12.147259
10146,2000.0,12.147759
10147,2000.0,12.148259
10148,2000.0,12.148759
10149,2000.0,12.149259
10150,2000.0,12.149759
10151,2000.0,12.150259
10152,2000.0,12.150759
10153,2000.0,12.151259
10154,2000.0,12.151759
10155,2000.0,12.152259
10156,2000.0,12.152759
10157,2000.0,12.153259
10158,2000.0,12.153759
10159,2000.0,12.154259
10160,2000.0,12.154759
10161,2000.0,12.155259
10162,2000.0,12.155759
10163,2000.0,12.156259
10164,2000.0,12.156759
10165,2000.0,12.157259
10166,2000.0,12.157759
10167,2000.0,12.158259
10168,2000.0,12.158759
10169,2000.0,12.159259
10170,2000.0,12.159759
10171,2000.0,12.160259
10172,2000.0,12.160759
10173,2000.0,12.161259
10174,2000.0,12.161759
10175,2000.0,12.162259
10176,2000.0,12.162759
10177,2000.0,12.163259
10178,2000.0,12.163759
10179,2000.0,12.164259
10180,2000.0,12.164759
10181,2000.0,12.165259
10182,2000.0,12.165759
10183,2000.0,12.166259
10184,2000.0,12.166759
10185,2000.0,12.167259
10186,2000.0,12.167759
10187,2000.0,12.168259
10188,2000.0,12.168759
10189,2000.0,12.169259
10190,2000.0,12.169759
10191,2000.0,12.170259
10192,2000.0,12.170759
10193,2000.0,12.171259
10194,2000.0,12.171759
10195,2000.0,12.172259
10196,2000.0,12.172759
10197,2000.0,12.173259
10198,2000.0,12.173759
10199,2000.0,12.174259
10200,2000.0,12.174759
10201,2000.0,12.175259
10202,2000.0,12.175759
10203,2000.0,12.176259
10204,2000.0,12.176759
10205,2000.0,12.177259
10206,2000.0,12.177759
10207,2000.0,12.178259
10208,2000.0,12.178759
10209,2000.0,12.179259
10210,2000.0,12.179759
10211,2000.0,12.180259
10212,2000.0,12.180759
10213,2000.0,12.181259
10214,2000.0,12.181759
10215,2000.0,12.182259
10216,2000.0,12.182759
10217,2000.0,12.183259
10218,2000.0,12.183759
10219,2000.0,12.184259
10220,2000.0,12.184759
10221,2000.0,12.185259
10222,2000.0,12.185759
10223,2000.0,12.186259
10224,2000.0,12.186759
10225,2000.0,12.187259
10226,2000.0,12.187759
10227,2000.0,12.188259
10228,2000.0,12.188759
10229,2000.0,12.189259
10230,2000.0,12.189759
10231,2000.0,12.190259
10232,2000.0,12.190759
10233,2000.0,12.191259
10234,2000.0,12.191759
10235,2000.0,12.192259
10236,2000.0,12.192759
10237,2000.0,12.193259
10238,2000.0,12.193759
10239,2000.0,12.194259
10240,2000.0,12.194759
10241,2000.0,12.195259
10242,2000.0,12.195759
10243,2000.0,12.196259
10244,2000.0,12.196759
10245,2000.0,12.197259
10246,2000.0,12.197759
10247,2000.0,12.198259
10248,2000.0,12.198759
10249,2000.0,12.199259
10250,2000.0,12.199759
10251,2000.0,12.200259
10252,2000.0,12.200759
10253,2000.0,12.201259
10254,2000.0,12.201759
10255,2000.0,12.202259
10256,2000.0,12.202759
10257,2000.0,12.203259
10258,2000.0,12.203759
10259,2000.0,12.204259
10260,2000.0,12.204759
10261,2000.0,12.205259
10262,2000.0,12.205759
10263,2000.0,12.206259
10264,2000.0,12.206759
10265,2000.0,12.207259
10266,2000.0,12.207759
10267,2000.0,12.208259
10268,2000.0,12.208759
10269,2000.0,12.209259
10270,2000.0,12.209759
10271,2000.0,12.210259
10272,2000.0,12.210759
10273,2000.0,12.211259
10274,2000.0,12.211759
10275,2000.0,12.212259
10276,2000.0,12.212759
10277,2000.0,12.213259
10278,2000.0,12.213759
10279,2000.0,12.214259
10280,2000.0,12.214759
10281,2000.0,12.215259
10282,2000.0,12.215759
10283,2000.0,12.216259
10284,2000.0,12.216759
10285,2000.0,12.217259
10286,2000.0,12.217759
10287,2000.0,12.218259
10288,2000.0,12.218759
10289,2000.0,12.219259
10290,2000.0,12.219759
10291,2000.0,12.220259
10292,2000.0,12.220759
10293,2000.0,12.221259
10294,2000.0,12.221759
10295,2000.0,12.222259
10296,2000.0,12.222759
10297,2000.0,12.223259
10298,2000.0,12.223759
10299,2000.0,12.224259
10300,2000.0,12.224759
10301,2000.0,12.225259
10302,2000.0,12.225759
10303,2000.0,12.226259
10304,2000.0,12.226759
10305,2000.0,12.227259
10306,2000.0,12.227759
10307,2000.0,12.228259
10308,2000.0,12.228759
10309,2000.0,12.229259
10310,2000.0,12.229759
10311,2000.0,12.230259
10312,2000.0,12.230759
10313,2000.0,12.231259
10314,2000.0,12.231759
10315,2000.0,12.232259
10316,2000.0,12.232759
10317,2000.0,12.233259
10318,2000.0,12.233759
10319,2000.0,12.234259
10320,2000.0,12.234759
10321,2000.0,12.235259
10322,2000.0,12.235759
10323,2000.0,12.236259
10324,2000.0,12.236759
10325,2000.0,12.237259
10326,2000.0,12.237759
10327,2000.0,12.238259
10328,2000.0,12.238759
10329,2000.0,12.239259
10330,2000.0,12.239759
10331,2000.0,12.240259
10332,2000.0,12.240759
10333,2000.0,12.241259
10334,2000.0,12.241759
10335,2000.0,12.242259
10336,2000.0,12.242759
10337,2000.0,12.243259
10338,2000.0,12.243759
10339,2000.0,12.244259
10340,2000.0,12.244759
10341,2000.0,12.245259
10342,2000.0,12.245759
10343,2000.0,12.246259
10344,2000.0,12.246759
10345,2000.0,12.247259
10346,2000.0,12.247759
10347,2000.0,12.248259
10348,2000.0,12.248759
10349,2000.0,12.249259
10350,2000.0,12.249759
10351,2000.0,12.250259
10352,2000.0,12.250759
10353,2000.0,12.251259
10354,2000.0,12.251759
10355,2000.0,12.252259
10356,2000.0,12.252759
10357,2000.0,12.253259
10358,2000.0,12.253759
10359,2000.0,12.254259
10360,2000.0,12.254759
10361,2000.0,12.255259
10362,2000.0,12.255759
10363,2000.0,12.256259
10364,2000.0,12.256759
10365,2000.0,12.257259
10366,2000.0,12.257759
10367,2000.0,12.258259
10368,2000.0,12.258759
10369,2000.0,12.259259
10370,2000.0,12.259759
10371,2000.0,12.260259
10372,2000.0,12.260759
10373,2000.0,12.261259
10374,2000.0,12.261759
10375,2000.0,12.262259
10376,2000.0,12.262759
10377,2000.0,12.263259
10378,2000.0,12.263759
10379,2000.0,12.264259
10380,2000.0,12.264759
10381,2000.0,12.265259
10382,2000.0,12.265759
10383,2000.0,12.266259
10384,2000.0,12.266759
10385,2000.0,12.267259
10386,2000.0,12.267759
10387,2000.0,12.268259
10388,2000.0,12.268759
10389,2000.0,12.269259
10390,2000.0,12.269759
10391,2000.0,12.270259
10392,2000.0,12.270759
10393,2000.0,12.271259
10394,2000.0,12.271759
10395,2000.0,12.272259
10396,2000.0,12.272759
10397,2000.0,12.273259
10398,2000.0,12.273759
10399,2000.0,12.274259
10400,2000.0,12.274759
10401,2000.0,12.275259
10402,2000.0,12.275759
10403,2000.0,12.276259
10404,2000.0,12.276759
10405,2000.0,12.277259
10406,2000.0,12.277759
10407,2000.0,12.278259
10408,2000.0,12.278759
10409,2000.0,12.279259
10410,2000.0,12.279759
10411,2000.0,12.280259
10412,2000.0,12.280759
10413,2000.0,12.281259
10414,2000.0,12.281759
10415,2000.0,12.282259
10416,2000.0,12.282759
10417,2000.0,12.283259
10418,2000.0,12.283759
10419,2000.0,12.284259
10420,2000.0,12.284759
10421,2000.0,12.285259
10422,2000.0,12.285759
10423,2000.0,12.286259
10424,2000.0,12.286759
10425,2000.0,12.287259
10426,2000.0,12.287759
10427,2000.0,12.288259
10428,2000.0,12.288759
10429,2000.0,12.289259
10430,2000.0,12.289759
10431,2000.0,12.290259
10432,2000.0,12.290759
10433,2000.0,12.291259
10434,2000.0,12.291759
10435,2000.0,12.292259
10436,2000.0,12.292759
10437,2000.0,12.293259
10438,2000.0,12.293759
10439,2000.0,12.294259
10440,2000.0,12.294759
10441,2000.0,12.295259
10442,2000.0,12.295759
10443,2000.0,12.296259
10444,2000.0,12.296759
10445,2000.0,12.297259
10446,2000.0,12.297759
10447,2000.0,12.298259
10448,2000.0,12.298759
10449,2000.0,12.299259
10450,2000.0,12.299759
10451,2000.0,12.300259
10452,2000.0,12.300759
10453,2000.0,12.301259
10454,2000.0,12.301759
10455,2000.0,12.302259
10456,2000.0,12.302759
10457,2000.0,12.303259
10458,2000.0,12.303759
10459,2000.0,12.304259
10460,2000.0,12.304759
10461,2000.0,12.305259
10462,2000.0,12.305759
10463,2000.0,12.306259
10464,2000.0,12.306759
10465,2000.0,12.307259
10466,2000.0,12.307759
10467,2000.0,12.308259
10468,2000.0,12.308759
10469,2000.0,12.309259
10470,2000.0,12.309759
10471,2000.0,12.310259
10472,2000.0,12.310759
10473,2000.0,12.311259
10474,2000.0,12.311759
10475,2000.0,12.312259
10476,2000.0,12.312759
10477,2000.0,12.313259
10478,2000.0,12.313759
10479,2000.0,12.314259
10480,2000.0,12.314759
10481,2000.0,12.315259
10482,2000.0,12.315759
10483,2000.0,12.316259
10484,2000.0,12.316759
10485,2000.0,12.317259
10486,2000.0,12.317759
10487,2000.0,12.318259
10488,2000.0,12.318759
10489,2000.0,12.319259
10490,2000.0,12.319759
10491,2000.0,12.320259
10492,2000.0,12.320759
10493,2000.0,12.321259
10494,2000.0,12.321759
10495,2000.0,12.322259
10496,2000.0,12.322759
10497,2000.0,12.323259
10498,2000.0,12.323759
10499,2000.0,12.324259
10500,2000.0,12.324759
10501,2000.0,12.325259
10502,2000.0,12.325759
10503,2000.0,12.326259
10504,2000.0,12.326759
10505,2000.0,12.327259
10506,2000.0,12.327759
10507,2000.0,12.328259
10508,2000.0,12.328759
10509,2000.0,12.329259
10510,2000.0,12.329759
10511,2000.0,12.330259
10512,2000.0,12.330759
10513,2000.0,12.331259
10514,2000.0,12.331759
10515,2000.0,12.332259
10516,2000.0,12.332759
10517,2000.0,12.333259
10518,2000.0,12.333759
10519,2000.0,12.334259
10520,2000.0,12.334759
10521,2000.0,12.335259
10522,2000.0,12.335759
10523,2000.0,12.336259
10524,2000.0,12.336759
10525,2000.0,12.337259
10526,2000.0,12.337759
10527,2000.0,12.338259
10528,2000.0,12.338759
10529,2000.0,12.339259
10530,2000.0,12.339759
10531,2000.0,12.340259
10532,2000.0,12.340759
10533,2000.0,12.341259
10534,2000.0,12.341759
10535,2000.0,12.342259
10536,2000.0,12.342759
10537,2000.0,12.343259
10538,2000.0,12.343759
10539,2000.0,12.344259
10540,2000.0,12.344759
10541,2000.0,12.345259
10542,2000.0,12.345759
10543,2000.0,12.346259
10544,2000.0,12.346759
10545,2000.0,12.347259
10546,2000.0,12.347759
10547,2000.0,12.348259
10548,2000.0,12.348759
10549,2000.0,12.349259
10550,2000.0,12.349759
10551,2000.0,12.350259
10552,2000.0,12.350759
10553,2000.0,12.351259
10554,2000.0,12.351759
10555,2000.0,12.352259
10556,2000.0,12.352759
10557,2000.0,12.353259
10558,2000.0,12.353759
10559,2000.0,12.354259
10560,2000.0,12.354759
10561,2000.0,12.355259
10562,2000.0,12.355759
10563,2000.0,12.356259
10564,2000.0,12.356759
10565,2000.0,12.357259
10566,2000.0,12.357759
10567,2000.0,12.358259
10568,2000.0,12.358759
10569,2000.0,12.359259
10570,2000.0,12.359759
10571,2000.0,12.360259
10572,2000.0,12.360759
10573,2000.0,12.361259
10574,2000.0,12.361759
10575,2000.0,12.362259
10576,2000.0,12.362759
10577,2000.0,12.363259
10578,2000.0,12.363759
10579,2000.0,12.364259
10580,2000.0,12.364759
10581,2000.0,12.365259
10582,2000.0,12.365759
10583,2000.0,12.366259
10584,2000.0,12.366759
10585,2000.0,12.367259
10586,2000.0,12.367759
10587,2000.0,12.368259
10588,2000.0,12.368759
10589,2000.0,12.369259
10590,2000.0,12.369759
10591,2000.0,12.370259
10592,2000.0,12.370759
10593,2000.0,12.371259
10594,2000.0,12.371759
10595,2000.0,12.372259
10596,2000.0,12.372759
10597,2000.0,12.373259
10598,2000.0,12.373759
10599,2000.0,12.374259
10600,2000.0,12.374759
10601,2000.0,12.375259
10602,2000.0,12.375759
10603,2000.0,12.376259
10604,2000.0,12.376759
10605,2000.0,12.377259
10606,2000.0,12.377759
10607,2000.0,12.378259
10608,2000.0,12.378759
10609,2000.0,12.379259
10610,2000.0,12.379759
10611,2000.0,12.380259
10612,2000.0,12.380759
10613,2000.0,12.381259
10614,2000.0,12.381759
10615,2000.0,12.382259
10616,2000.0,12.382759
10617,2000.0,12.383259
10618,2000.0,12.383759
10619,2000.0,12.384259
10620,2000.0,12.384759
10621,2000.0,12.385259
10622,2000.0,12.385759
10623,2000.0,12.386259
10624,2000.0,12.386759
10625,2000.0,12.387259
10626,2000.0,12.387759
10627,2000.0,12.388259
10628,2000.0,12.388759
10629,2000.0,12.389259
10630,2000.0,12.389759
10631,2000.0,12.390259
10632,2000.0,12.390759
10633,2000.0,12.391259
10634,2000.0,12.391759
10635,2000.0,12.392259
10636,2000.0,12.392759
10637,2000.0,12.393259
10638,2000.0,12.393759
10639,2000.0,12.394259
10640,2000.0,12.394759
10641,2000.0,12.395259
10642,2000.0,12.395759
10643,2000.0,12.396259
10644,2000.0,12.396759
10645,2000.0,12.397259
10646,2000.0,12.397759
10647,2000.0,12.398259
10648,2000.0,12.398759
10649,2000.0,12.399259
10650,2000.0,12.399759
10651,2000.0,12.400259
10652,2000.0,12.400759
10653,2000.0,12.401259
10654,2000.0,12.401759
10655,2000.0,12.402259
10656,2000.0,12.402759
10657,2000.0,12.403259
10658,2000.0,12.403759
