step,velocity_steps_per_s,time_s
3010,1000.0,5.963688
3011,1000.0,5.964688
3012,1000.0,5.965688
3013,1000.0,5.966688
3014,1000.0,5.967688
3015,1000.0,5.968688
3016,1000.0,5.969688
3017,1000.0,5.970688
3018,1000.0,5.971688
3019,1000.0,5.972688
3020,1000.0,5.973688
3021,1000.0,5.974688
3022,1000.0,5.975688
3023,1000.0,5.976688
3024,1000.0,5.977688
3025,1000.0,5.978688
3026,1000.0,5.979688
3027,1000.0,5.980688
3028,1000.0,5.981688
3029,1000.0,5.982688
3030,1000.0,5.983688
3031,1000.0,5.984688
3032,1000.0,5.985688
3033,1000.0,5.986688
3034,1000.0,5.987688
3035,1000.0,5.988688
3036,1000.0,5.989688
3037,1000.0,5.990688
3038,1000.0,5.991688
3039,1000.0,5.992688
3040,1000.0,5.993688
3041,1000.0,5.994688
3042,1000.0,5.995688
3043,1000.0,5.996688
3044,1000.0,5.997688
3045,1000.0,5.998688
3046,1000.0,5.999688
3047,1000.0,6.000688
3048,1000.0,6.001688
3049,1000.0,6.002688
3050,1000.0,6.003688
3051,1000.0,6.004688
3052,1000.0,6.005688
3053,1000.0,6.006688
3054,1000.0,6.007688
3055,1000.0,6.008688
3056,1000.0,6.009688
3057,1000.0,6.010688
3058,1000.0,6.011688
3059,1000.0,6.012688
3060,1000.0,6.013688
3061,1000.0,6.014688
3062,1000.0,6.015688
3063,1000.0,6.016688
3064,1000.0,6.017688
3065,1000.0,6.018688
3066,1000.0,6.019688
3067,1000.0,6.020688
3068,1000.0,6.021688
3069,1000.0,6.022688
3070,1000.0,6.023688
3071,1000.0,6.024688
3072,1000.0,6.025688
3073,1000.0,6.026688
3074,1000.0,6.027688
3075,1000.0,6.028688
3076,1000.0,6.029688
3077,1000.0,6.030688
3078,1000.0,6.031688
3079,1000.0,6.032688
3080,1000.0,6.033688
3081,1000.0,6.034688
3082,1000.0,6.035688
3083,1000.0,6.036688
3084,1000.0,6.037688
3085,1000.0,6.038688
3086,1000.0,6.039688
3087,1000.0,6.040688
3088,1000.0,6.041688
3089,1000.0,6.042688
3090,1000.0,6.043688
3091,1000.0,6.044688
3092,1000.0,6.045688
3093,1000.0,6.046688
3094,1000.0,6.047688
3095,1000.0,6.048688
3096,1000.0,6.049688
3097,1000.0,6.050688
3098,1000.0,6.051688
3099,1000.0,6.052688
3100,1000.0,6.053688
3101,1000.0,6.054688
3102,1000.0,6.055688
3103,1000.0,6.056688
3104,1000.0,6.057688
3105,1000.0,6.058688
3106,1000.0,6.059688
3107,1000.0,6.060688
3108,1000.0,6.061688
3109,1000.0,6.062688
3110,1000.0,6.063688
3111,1000.0,6.064688
3112,1000.0,6.065688
3113,1000.0,6.066688
3114,1000.0,6.067688
3115,1000.0,6.068688
3116,1000.0,6.069688
3117,1000.0,6.070688
3118,1000.0,6.071688
3119,1000.0,6.072688
3120,1000.0,6.073688
3121,1000.0,6.074688
3122,1000.0,6.075688
3123,1000.0,6.076688
3124,1000.0,6.077688
3125,1000.0,6.078688
3126,1000.0,6.079688
3127,1000.0,6.080688
3128,1000.0,6.081688
3129,1000.0,6.082688
3130,1000.0,6.083688
3131,1000.0,6.084688
3132,1000.0,6.085688
3133,1000.0,6.086688
3134,1000.0,6.087688
3135,1000.0,6.088688
3136,1000.0,6.089688
3137,1000.0,6.090688
3138,1000.0,6.091688
3139,1000.0,6.092688
3140,1000.0,6.093688
3141,1000.0,6.094688
3142,1000.0,6.095688
3143,1000.0,6.096688
3144,1000.0,6.097688
3145,1000.0,6.098688
3146,1000.0,6.099688
3147,1000.0,6.100688
3148,1000.0,6.101688
3149,1000.0,6.102688
3150,1000.0,6.103688
3151,1000.0,6.104688
3152,1000.0,6.105688
3153,1000.0,6.106688
3154,1000.0,6.107688
3155,1000.0,6.108688
3156,1000.0,6.109688
3157,1000.0,6.110688
3158,1000.0,6.111688
3159,1000.0,6.112688
3160,1000.0,6.113688
3161,1000.0,6.114688
3162,1000.0,6.115688
3163,1000.0,6.116688
3164,1000.0,6.117688
3165,1000.0,6.118688
3166,1000.0,6.119688
3167,1000.0,6.120688
3168,1000.0,6.121688
3169,1000.0,6.122688
3170,1000.0,6.123688
3171,1000.0,6.124688
3172,1000.0,6.125688
3173,1000.0,6.126688
3174,1000.0,6.127688
3175,1000.0,6.128688
3176,1000.0,6.129688
3177,1000.0,6.130688
3178,1000.0,6.131688
3179,1000.0,6.132688
3180,1000.0,6.133688
3181,1000.0,6.134688
3182,1000.0,6.135688
3183,1000.0,6.136688
3184,1000.0,6.137688
3185,1000.0,6.138688
3186,1000.0,6.139688
3187,1000.0,6.140688
3188,1000.0,6.141688
3189,1000.0,6.142688
3190,1000.0,6.143688
3191,1000.0,6.144688
3192,1000.0,6.145688
3193,1000.0,6.146688
3194,1000.0,6.147688
3195,1000.0,6.148688
3196,1000.0,6.149688
3197,1000.0,6.150688
3198,1000.0,6.151688
3199,1000.0,6.152688
3200,1000.0,6.153688
3201,1000.0,6.154688
3202,1000.0,6.155688
3203,1000.0,6.156688
3204,1000.0,6.157688
3205,1000.0,6.158688
3206,1000.0,6.159688
3207,1000.0,6.160688
3208,1000.0,6.161688
3209,1000.0,6.162688
3210,1000.0,6.163688
3211,1000.0,6.164688
3212,1000.0,6.165688
3213,1000.0,6.166688
3214,1000.0,6.167688
3215,1000.0,6.168688
3216,1000.0,6.169688
3217,1000.0,6.170688
3218,1000.0,6.171688
3219,1000.0,6.172688
3220,1000.0,6.173688
3221,1000.0,6.174688
3222,1000.0,6.175688
3223,1000.0,6.176688
3224,1000.0,6.177688
3225,1000.0,6.178688
3226,1000.0,6.179688
3227,1000.0,6.180688
3228,1000.0,6.181688
3229,1000.0,6.182688
3230,1000.0,6.183688
3231,1000.0,6.184688
3232,1000.0,6.185688
3233,1000.0,6.186688
3234,1000.0,6.187688
3235,1000.0,6.188688
3236,1000.0,6.189688
3237,1000.0,6.190688
3238,1000.0,6.191688
3239,1000.0,6.192688
3240,1000.0,6.193688
3241,1000.0,6.194688
3242,1000.0,6.195688
3243,1000.0,6.196688
3244,1000.0,6.197688
3245,1000.0,6.198688
3246,1000.0,6.199688
3247,1000.0,6.200688
3248,1000.0,6.201688
3249,1000.0,6.202688
3250,1000.0,6.203688
3251,1000.0,6.204688
3252,1000.0,6.205688
3253,1000.0,6.206688
3254,1000.0,6.207688
3255,1000.0,6.208688
3256,1000.0,6.209688
3257,1000.0,6.210688
3258,1000.0,6.211688
3259,1000.0,6.212688
3260,1000.0,6.213688
3261,1000.0,6.214688
3262,1000.0,6.215688
3263,1000.0,6.216688
3264,1000.0,6.217688
3265,1000.0,6.218688
3266,1000.0,6.219688
3267,1000.0,6.220688
3268,1000.0,6.221688
3269,1000.0,6.222688
3270,1000.0,6.223688
3271,1000.0,6.224688
3272,1000.0,6.225688
3273,1000.0,6.226688
3274,1000.0,6.227688
3275,1000.0,6.228688
3276,1000.0,6.229688
3277,1000.0,6.230688
3278,1000.0,6.231688
3279,1000.0,6.232688
3280,1000.0,6.233688
3281,1000.0,6.234688
3282,1000.0,6.235688
3283,1000.0,6.236688
3284,1000.0,6.237688
3285,1000.0,6.238688
3286,1000.0,6.239688
3287,1000.0,6.240688
3288,1000.0,6.241688
3289,1000.0,6.242688
3290,1000.0,6.243688
3291,1000.0,6.244688
3292,1000.0,6.245688
3293,1000.0,6.246688
3294,1000.0,6.247688
3295,1000.0,6.248688
3296,1000.0,6.249688
3297,1000.0,6.250688
3298,1000.0,6.251688
3299,1000.0,6.252688
3300,1000.0,6.253688
3301,1000.0,6.254688
3302,1000.0,6.255688
3303,1000.0,6.256688
3304,1000.0,6.257688
3305,1000.0,6.258688
3306,1000.0,6.259688
3307,1000.0,6.260688
3308,1000.0,6.261688
3309,1000.0,6.262688
3310,1000.0,6.263688
3311,1000.0,6.264688
3312,1000.0,6.265688
3313,1000.0,6.266688
3314,1000.0,6.267688
3315,1000.0,6.268688
3316,1000.0,6.269688
3317,1000.0,6.270688
3318,1000.0,6.271688
3319,1000.0,6.272688
3320,1000.0,6.273688
3321,1000.0,6.274688
3322,1000.0,6.275688
3323,1000.0,6.276688
3324,1000.0,6.277688
3325,1000.0,6.278688
3326,1000.0,6.279688
3327,1000.0,6.280688
3328,1000.0,6.281688
3329,1000.0,6.282688
3330,1000.0,6.283688
3331,1000.0,6.284688
3332,1000.0,6.285688
3333,1000.0,6.286688
3334,1000.0,6.287688
3335,1000.0,6.288688
3336,1000.0,6.289688
3337,1000.0,6.290688
3338,1000.0,6.291688
3339,1000.0,6.292688
3340,1000.0,6.293688
3341,1000.0,6.294688
3342,1000.0,6.295688
3343,1000.0,6.296688
3344,1000.0,6.297688
3345,1000.0,6.298688
3346,1000.0,6.299688
3347,1000.0,6.300688
3348,1000.0,6.301688
3349,1000.0,6.302688
3350,1000.0,6.303688
3351,1000.0,6.304688
3352,1000.0,6.305688
3353,1000.0,6.306688
3354,1000.0,6.307688
3355,1000.0,6.308688
3356,1000.0,6.309688
3357,1000.0,6.310688
3358,1000.0,6.311688
3359,1000.0,6.312688
3360,1000.0,6.313688
3361,1000.0,6.314688
3362,1000.0,6.315688
3363,1000.0,6.316688
3364,1000.0,6.317688
3365,1000.0,6.318688
3366,1000.0,6.319688
3367,1000.0,6.320688
3368,1000.0,6.321688
3369,1000.0,6.322688
3370,1000.0,6.323688
3371,1000.0,6.324688
3372,1000.0,6.325688
3373,1000.0,6.326688
3374,1000.0,6.327688
3375,1000.0,6.328688
3376,1000.0,6.329688
3377,1000.0,6.330688
3378,1000.0,6.331688
3379,1000.0,6.332688
3380,1000.0,6.333688
3381,1000.0,6.334688
3382,1000.0,6.335688
3383,1000.0,6.336688
3384,1000.0,6.337688
3385,1000.0,6.338688
3386,1000.0,6.339688
3387,1000.0,6.340688
3388,1000.0,6.341688
3389,1000.0,6.342688
3390,1000.0,6.343688
3391,1000.0,6.344688
3392,1000.0,6.345688
3393,1000.0,6.346688
3394,1000.0,6.347688
3395,1000.0,6.348688
3396,1000.0,6.349688
3397,1000.0,6.350688
3398,1000.0,6.351688
3399,1000.0,6.352688
3400,1000.0,6.353688
3401,1000.0,6.354688
3402,1000.0,6.355688
3403,1000.0,6.356688
3404,1000.0,6.357688
3405,1000.0,6.358688
3406,1000.0,6.359688
3407,1000.0,6.360688
3408,1000.0,6.361688
3409,1000.0,6.362688
3410,1000.0,6.363688
3411,1000.0,6.364688
3412,1000.0,6.365688
3413,1000.0,6.366688
3414,1000.0,6.367688
3415,1000.0,6.368688
3416,1000.0,6.369688
3417,1000.0,6.370688
3418,1000.0,6.371688
3419,1000.0,6.372688
3420,1000.0,6.373688
3421,1000.0,6.374688
3422,1000.0,6.375688
3423,1000.0,6.376688
3424,1000.0,6.377688
3425,1000.0,6.378688
3426,1000.0,6.379688
3427,1000.0,6.380688
3428,1000.0,6.381688
3429,1000.0,6.382688
3430,1000.0,6.383688
3431,1000.0,6.384688
3432,1000.0,6.385688
3433,1000.0,6.386688
3434,1000.0,6.387688
3435,1000.0,6.388688
3436,1000.0,6.389688
3437,1000.0,6.390688
3438,1000.0,6.391688
3439,1000.0,6.392688
3440,1000.0,6.393688
3441,1000.0,6.394688
3442,1000.0,6.395688
3443,1000.0,6.396688
3444,1000.0,6.397688
3445,1000.0,6.398688
3446,1000.0,6.399688
3447,1000.0,6.400688
3448,1000.0,6.401688
3449,1000.0,6.402688
3450,1000.0,6.403688
3451,1000.0,6.404688
3452,1000.0,6.405688
3453,1000.0,6.406688
3454,1000.0,6.407688
3455,1000.0,6.408688
3456,1000.0,6.409688
3457,1000.0,6.410688
3458,1000.0,6.411688
3459,1000.0,6.412688
3460,1000.0,6.413688
3461,1000.0,6.414688
3462,1000.0,6.415688
3463,1000.0,6.416688
3464,1000.0,6.417688
3465,1000.0,6.418688
3466,1000.0,6.419688
3467,1000.0,6.420688
3468,1000.0,6.421688
3469,1000.0,6.422688
3470,1000.0,6.423688
3471,1000.0,6.424688
3472,1000.0,6.425688
3473,1000.0,6.426688
3474,1000.0,6.427688
3475,1000.0,6.428688
3476,1000.0,6.429688
3477,1000.0,6.430688
3478,1000.0,6.431688
3479,1000.0,6.432688
3480,1000.0,6.433688
3481,1000.0,6.434688
3482,1000.0,6.435688
3483,1000.0,6.436688
3484,1000.0,6.437688
3485,1000.0,6.438688
3486,1000.0,6.439688
3487,1000.0,6.440688
3488,1000.0,6.441688
3489,1000.0,6.442688
3490,1000.0,6.443688
3491,1000.0,6.444688
3492,1000.0,6.445688
3493,1000.0,6.446688
3494,1000.0,6.447688
3495,1000.0,6.448688
3496,1000.0,6.449688
3497,1000.0,6.450688
3498,1000.0,6.451688
3499,1000.0,6.452688
3500,1000.0,6.453688
3501,1000.0,6.454688
3502,1000.0,6.455688
3503,1000.0,6.456688
3504,1000.0,6.457688
3505,1000.0,6.458688
3506,1000.0,6.459688
3507,1000.0,6.460688
3508,1000.0,6.461688
3509,1000.0,6.462688
3510,1000.0,6.463688
3511,1000.0,6.464688
3512,1000.0,6.465688
3513,1000.0,6.466688
3514,1000.0,6.467688
3515,1000.0,6.468688
3516,1000.0,6.469688
3517,1000.0,6.470688
3518,1000.0,6.471688
3519,1000.0,6.472688
3520,1000.0,6.473688
3521,1000.0,6.474688
3522,1000.0,6.475688
3523,1000.0,6.476688
3524,1000.0,6.477688
3525,1000.0,6.478688
3526,1000.0,6.479688
3527,1000.0,6.480688
3528,1000.0,6.481688
3529,1000.0,6.482688
3530,1000.0,6.483688
3531,1000.0,6.484688
3532,1000.0,6.485688
3533,1000.0,6.486688
3534,1000.0,6.487688
3535,1000.0,6.488688
3536,1000.0,6.489688
3537,1000.0,6.490688
3538,1000.0,6.491688
3539,1000.0,6.492688
3540,1000.0,6.493688
3541,1000.0,6.494688
3542,1000.0,6.495688
3543,1000.0,6.496688
3544,1000.0,6.497688
3545,1000.0,6.498688
3546,1000.0,6.499688
3547,1000.0,6.500688
3548,1000.0,6.501688
3549,1000.0,6.502688
3550,1000.0,6.503688
3551,1000.0,6.504688
3552,1000.0,6.505688
3553,1000.0,6.506688
3554,1000.0,6.507688
3555,1000.0,6.508688
3556,1000.0,6.509688
3557,1000.0,6.510688
3558,1000.0,6.511688
3559,1000.0,6.512688
3560,1000.0,6.513688
3561,1000.0,6.514688
3562,1000.0,6.515688
3563,1000.0,6.516688
3564,1000.0,6.517688
3565,1000.0,6.518688
3566,1000.0,6.519688
3567,1000.0,6.520688
3568,1000.0,6.521688
3569,1000.0,6.522688
3570,1000.0,6.523688
3571,1000.0,6.524688
3572,1000.0,6.525688
3573,1000.0,6.526688
3574,1000.0,6.527688
3575,1000.0,6.528688
3576,1000.0,6.529688
3577,1000.0,6.530688
3578,1000.0,6.531688
3579,1000.0,6.532688
3580,1000.0,6.533688
3581,1000.0,6.534688
3582,1000.0,6.535688
3583,1000.0,6.536688
3584,1000.0,6.537688
3585,1000.0,6.538688
3586,1000.0,6.539688
3587,1000.0,6.540688
3588,1000.0,6.541688
3589,1000.0,6.542688
3590,1000.0,6.543688
3591,1000.0,6.544688
3592,1000.0,6.545688
3593,1000.0,6.546688
3594,1000.0,6.547688
3595,1000.0,6.548688
3596,1000.0,6.549688
3597,1000.0,6.550688
3598,1000.0,6.551688
3599,1000.0,6.552688
3600,1000.0,6.553688
3601,1000.0,6.554688
3602,1000.0,6.555688
3603,1000.0,6.556688
3604,1000.0,6.557688
3605,1000.0,6.558688
3606,1000.0,6.559688
3607,1000.0,6.560688
3608,1000.0,6.561688
3609,1000.0,6.562688
3610,1000.0,6.563688
3611,1000.0,6.564688
3612,1000.0,6.565688
3613,1000.0,6.566688
3614,1000.0,6.567688
3615,1000.0,6.568688
3616,1000.0,6.569688
3617,1000.0,6.570688
3618,1000.0,6.571688
3619,1000.0,6.572688
3620,1000.0,6.573688
3621,1000.0,6.574688
3622,1000.0,6.575688
3623,1000.0,6.576688
3624,1000.0,6.577688
3625,1000.0,6.578688
3626,1000.0,6.579688
3627,1000.0,6.580688
3628,1000.0,6.581688
3629,1000.0,6.582688
3630,1000.0,6.583688
3631,1000.0,6.584688
3632,1000.0,6.585688
3633,1000.0,6.586688
3634,1000.0,6.587688
3635,1000.0,6.588688
3636,1000.0,6.589688
3637,1000.0,6.590688
3638,1000.0,6.591688
3639,1000.0,6.592688
3640,1000.0,6.593688
3641,1000.0,6.594688
3642,1000.0,6.595688
3643,1000.0,6.596688
3644,1000.0,6.597688
3645,1000.0,6.598688
3646,1000.0,6.599688
3647,1000.0,6.600688
3648,1000.0,6.601688
3649,1000.0,6.602688
3650,1000.0,6.603688
3651,1000.0,6.604688
3652,1000.0,6.605688
3653,1000.0,6.606688
3654,1000.0,6.607688
3655,1000.0,6.608688
3656,1000.0,6.609688
3657,1000.0,6.610688
3658,1000.0,6.611688
3659,1000.0,6.612688
3660,1000.0,6.613688
3661,1000.0,6.614688
3662,1000.0,6.615688
3663,1000.0,6.616688
3664,1000.0,6.617688
3665,1000.0,6.618688
3666,1000.0,6.619688
3667,1000.0,6.620688
3668,1000.0,6.621688
3669,1000.0,6.622688
3670,1000.0,6.623688
3671,1000.0,6.624688
3672,1000.0,6.625688
3673,1000.0,6.626688
3674,1000.0,6.627688
3675,1000.0,6.628688
3676,1000.0,6.629688
3677,1000.0,6.630688
3678,1000.0,6.631688
3679,1000.0,6.632688
3680,1000.0,6.633688
3681,1000.0,6.634688
3682,1000.0,6.635688
3683,1000.0,6.636688
3684,1000.0,6.637688
3685,1000.0,6.638688
3686,1000.0,6.639688
3687,1000.0,6.640688
3688,1000.0,6.641688
3689,1000.0,6.642688
3690,1000.0,6.643688
3691,1000.0,6.644688
3692,1000.0,6.645688
3693,1000.0,6.646688
3694,1000.0,6.647688
3695,1000.0,6.648688
3696,1000.0,6.649688
3697,1000.0,6.650688
3698,1000.0,6.651688
3699,1000.0,6.652688
3700,1000.0,6.653688
3701,1000.0,6.654688
3702,1000.0,6.655688
3703,1000.0,6.656688
3704,1000.0,6.657688
3705,1000.0,6.658688
3706,1000.0,6.659688
3707,1000.0,6.660688
3708,1000.0,6.661688
3709,1000.0,6.662688
3710,1000.0,6.663688
3711,1000.0,6.664688
3712,1000.0,6.665688
3713,1000.0,6.666688
3714,1000.0,6.667688
3715,1000.0,6.668688
3716,1000.0,6.669688
3717,1000.0,6.670688
3718,1000.0,6.671688
3719,1000.0,6.672688
3720,1000.0,6.673688
3721,1000.0,6.674688
3722,1000.0,6.675688
3723,1000.0,6.676688
3724,1000.0,6.677688
3725,1000.0,6.678688
3726,1000.0,6.679688
3727,1000.0,6.680688
3728,1000.0,6.681688
3729,1000.0,6.682688
3730,1000.0,6.683688
3731,1000.0,6.684688
3732,1000.0,6.685688
3733,1000.0,6.686688
3734,1000.0,6.687688
3735,1000.0,6.688688
3736,1000.0,6.689688
3737,1000.0,6.690688
3738,1000.0,6.691688
3739,1000.0,6.692688
3740,1000.0,6.693688
3741,1000.0,6.694688
3742,1000.0,6.695688
3743,1000.0,6.696688
3744,1000.0,6.697688
3745,1000.0,6.698688
3746,1000.0,6.699688
3747,1000.0,6.700688
3748,1000.0,6.701688
3749,1000.0,6.702688
3750,1000.0,6.703688
3751,1000.0,6.704688
3752,1000.0,6.705688
3753,1000.0,6.706688
3754,1000.0,6.707688
3755,1000.0,6.708688
3756,1000.0,6.709688
3757,1000.0,6.710688
3758,1000.0,6.711688
3759,1000.0,6.712688
3760,1000.0,6.713688
3761,1000.0,6.714688
3762,1000.0,6.715688
3763,1000.0,6.716688
3764,1000.0,6.717688
3765,1000.0,6.718688
3766,1000.0,6.719688
3767,1000.0,6.720688
3768,1000.0,6.721688
3769,1000.0,6.722688
3770,1000.0,6.723688
3771,1000.0,6.724688
3772,1000.0,6.725688
3773,1000.0,6.726688
3774,1000.0,6.727688
3775,1000.0,6.728688
3776,1000.0,6.729688
3777,1000.0,6.730688
3778,1000.0,6.731688
3779,1000.0,6.732688
3780,1000.0,6.733688
3781,1000.0,6.734688
3782,1000.0,6.735688
3783,1000.0,6.736688
3784,1000.0,6.737688
3785,1000.0,6.738688
3786,1000.0,6.739688
3787,1000.0,6.740688
3788,1000.0,6.741688
3789,1000.0,6.742688
3790,1000.0,6.743688
3791,1000.0,6.744688
3792,1000.0,6.745688
3793,1000.0,6.746688
3794,1000.0,6.747688
3795,1000.0,6.748688
3796,1000.0,6.749688
3797,1000.0,6.750688
3798,1000.0,6.751688
3799,1000.0,6.752688
3800,1000.0,6.753688
3801,1000.0,6.754688
3802,1000.0,6.755688
3803,1000.0,6.756688
3804,1000.0,6.757688
3805,1000.0,6.758688
3806,1000.0,6.759688
3807,1000.0,6.760688
3808,1000.0,6.761688
3809,1000.0,6.762688
3810,1000.0,6.763688
3811,1000.0,6.764688
3812,1000.0,6.765688
3813,1000.0,6.766688
3814,1000.0,6.767688
3815,1000.0,6.768688
3816,1000.0,6.769688
3817,1000.0,6.770688
3818,1000.0,6.771688
3819,1000.0,6.772688
3820,1000.0,6.773688
3821,1000.0,6.774688
3822,1000.0,6.775688
3823,1000.0,6.776688
3824,1000.0,6.777688
3825,1000.0,6.778688
3826,1000.0,6.779688
3827,1000.0,6.780688
3828,1000.0,6.781688
3829,1000.0,6.782688
3830,1000.0,6.783688
3831,1000.0,6.784688
3832,1000.0,6.785688
3833,1000.0,6.786688
3834,1000.0,6.787688
3835,1000.0,6.788688
3836,1000.0,6.789688
3837,1000.0,6.790688
3838,1000.0,6.791688
3839,1000.0,6.792688
3840,1000.0,6.793688
3841,1000.0,6.794688
3842,1000.0,6.795688
3843,1000.0,6.796688
3844,1000.0,6.797688
3845,1000.0,6.798688
3846,1000.0,6.799688
3847,1000.0,6.800688
3848,1000.0,6.801688
3849,1000.0,6.802688
3850,1000.0,6.803688
3851,1000.0,6.804688
3852,1000.0,6.805688
3853,1000.0,6.806688
3854,1000.0,6.807688
3855,1000.0,6.808688
3856,1000.0,6.809688
3857,1000.0,6.810688
3858,1000.0,6.811688
3859,1000.0,6.812688
3860,1000.0,6.813688
3861,1000.0,6.814688
3862,1000.0,6.815688
3863,1000.0,6.816688
3864,1000.0,6.817688
3865,1000.0,6.818688
3866,1000.0,6.819688
3867,1000.0,6.820688
3868,1000.0,6.821688
3869,1000.0,6.822688
3870,1000.0,6.823688
3871,1000.0,6.824688
3872,1000.0,6.825688
3873,1000.0,6.826688
3874,1000.0,6.827688
3875,1000.0,6.828688
3876,1000.0,6.829688
3877,1000.0,6.830688
3878,1000.0,6.831688
3879,1000.0,6.832688
3880,1000.0,6.833688
3881,1000.0,6.834688
3882,1000.0,6.835688
3883,1000.0,6.836688
3884,1000.0,6.837688
3885,1000.0,6.838688
3886,1000.0,6.839688
3887,1000.0,6.840688
3888,1000.0,6.841688
3889,1000.0,6.842688
3890,1000.0,6.843688
3891,1000.0,6.844688
3892,1000.0,6.845688
3893,1000.0,6.846688
3894,1000.0,6.847688
3895,1000.0,6.848688
3896,1000.0,6.849688
3897,1000.0,6.850688
3898,1000.0,6.851688
3899,1000.0,6.852688
3900,1000.0,6.853688
3901,1000.0,6.854688
3902,1000.0,6.855688
3903,1000.0,6.856688
3904,1000.0,6.857688
3905,1000.0,6.858688
3906,1000.0,6.859688
3907,1000.0,6.860688
3908,1000.0,6.861688
3909,1000.0,6.862688
3910,1000.0,6.863688
3911,1000.0,6.864688
3912,1000.0,6.865688
3913,1000.0,6.866688
3914,1000.0,6.867688
3915,1000.0,6.868688
3916,1000.0,6.869688
3917,1000.0,6.870688
3918,1000.0,6.871688
3919,1000.0,6.872688
3920,1000.0,6.873688
3921,1000.0,6.874688
3922,1000.0,6.875688
3923,1000.0,6.876688
3924,1000.0,6.877688
3925,1000.0,6.878688
3926,1000.0,6.879688
3927,1000.0,6.880688
3928,1000.0,6.881688
3929,1000.0,6.882688
3930,1000.0,6.883688
3931,1000.0,6.884688
3932,1000.0,6.885688
3933,1000.0,6.886688
3934,1000.0,6.887688
3935,1000.0,6.888688
3936,1000.0,6.889688
3937,1000.0,6.890688
3938,1000.0,6.891688
3939,1000.0,6.892688
3940,1000.0,6.893688
3941,1000.0,6.894688
3942,1000.0,6.895688
3943,1000.0,6.896688
3944,1000.0,6.897688
3945,1000.0,6.898688
3946,1000.0,6.899688
3947,1000.0,6.900688
3948,1000.0,6.901688
3949,1000.0,6.902688
3950,1000.0,6.903688
3951,1000.0,6.904688
3952,1000.0,6.905688
3953,1000.0,6.906688
3954,1000.0,6.907688
3955,1000.0,6.908688
3956,1000.0,6.909688
3957,1000.0,6.910688
3958,1000.0,6.911688
3959,1000.0,6.912688
3960,1000.0,6.913688
3961,1000.0,6.914688
3962,1000.0,6.915688
3963,1000.0,6.916688
3964,1000.0,6.917688
3965,1000.0,6.918688
3966,1000.0,6.919688
3967,1000.0,6.920688
3968,1000.0,6.921688
3969,1000.0,6.922688
3970,1000.0,6.923688
3971,1000.0,6.924688
3972,1000.0,6.925688
3973,1000.0,6.926688
3974,1000.0,6.927688
3975,1000.0,6.928688
3976,1000.0,6.929688
3977,1000.0,6.930688
3978,1000.0,6.931688
3979,1000.0,6.932688
3980,1000.0,6.933688
3981,1000.0,6.934688
3982,1000.0,6.935688
3983,1000.0,6.936688
3984,1000.0,6.937688
3985,1000.0,6.938688
3986,1000.0,6.939688
3987,1000.0,6.940688
3988,1000.0,6.941688
3989,1000.0,6.942688
3990,1000.0,6.943688
3991,1000.0,6.944688
3992,1000.0,6.945688
3993,1000.0,6.946688
3994,1000.0,6.947688
3995,1000.0,6.948688
3996,1000.0,6.949688
3997,1000.0,6.950688
3998,1000.0,6.951688
3999,1000.0,6.952688
4000,1000.0,6.953688
4001,1000.0,6.954688
4002,1000.0,6.955688
4003,1000.0,6.956688
4004,1000.0,6.957688
4005,1000.0,6.958688
4006,1000.0,6.959688
4007,1000.0,6.960688
4008,1000.0,6.961688
4009,1000.0,6.962688
4010,1000.0,6.963688
4011,1000.0,6.964688
4012,1000.0,6.965688
4013,1000.0,6.966688
4014,1000.0,6.967688
4015,1000.0,6.968688
4016,1000.0,6.969688
4017,1000.0,6.970688
4018,1000.0,6.971688
4019,1000.0,6.972688
4020,1000.0,6.973688
4021,1000.0,6.974688
4022,1000.0,6.975688
4023,1000.0,6.976688
4024,1000.0,6.977688
4025,1000.0,6.978688
4026,1000.0,6.979688
4027,1000.0,6.980688
4028,1000.0,6.981688
4029,1000.0,6.982688
4030,1000.0,6.983688
4031,1000.0,6.984688
4032,1000.0,6.985688
4033,1000.0,6.986688
4034,1000.0,6.987688
4035,1000.0,6.988688
4036,1000.0,6.989688
4037,1000.0,6.990688
4038,1000.0,6.991688
4039,1000.0,6.992688
4040,1000.0,6.993688
4041,1000.0,6.994688
4042,1000.0,6.995688
4043,1000.0,6.996688
4044,1000.0,6.997688
4045,1000.0,6.998688
4046,1000.0,6.999688
4047,1000.0,7.000688
4048,1000.0,7.001688
4049,1000.0,7.002688
4050,1000.0,7.003688
4051,1000.0,7.004688
4052,1000.0,7.005688
4053,1000.0,7.006688
4054,1000.0,7.007688
4055,1000.0,7.008688
4056,1000.0,7.009688
4057,1000.0,7.010688
4058,1000.0,7.011688
4059,1000.0,7.012688
4060,1000.0,7.013688
4061,1000.0,7.014688
4062,1000.0,7.015688
4063,1000.0,7.016688
4064,1000.0,7.017688
4065,1000.0,7.018688
4066,1000.0,7.019688
4067,1000.0,7.020688
4068,1000.0,7.021688
4069,1000.0,7.022688
4070,1000.0,7.023688
4071,1000.0,7.024688
4072,1000.0,7.025688
4073,1000.0,7.026688
4074,1000.0,7.027688
4075,1000.0,7.028688
4076,1000.0,7.029688
4077,1000.0,7.030688
4078,1000.0,7.031688
4079,1000.0,7.032688
4080,1000.0,7.033688
4081,1000.0,7.034688
4082,1000.0,7.035688
4083,1000.0,7.036688
4084,1000.0,7.037688
